-183.681, 77.905, 1.741,  1.765
-183.677, 77.849, 1.696,  1.798
-183.674, 77.793, 1.663,  1.831
-183.670, 77.739, 1.643,  1.864
-183.667, 77.684, 1.640,  1.897
-183.664, 77.630, 1.655,  1.930
-183.660, 77.574, 1.686,  1.963
-183.656, 77.516, 1.732,  1.996
-183.653, 77.457, 1.788,  2.029
-183.649, 77.395, 1.851,  2.062
-183.645, 77.331, 1.918,  2.095
-183.640, 77.265, 1.986,  2.128
-183.636, 77.197, 2.046,  2.161
-183.632, 77.128, 2.073,  2.194
-183.627, 77.059, 2.075,  2.227
-183.623, 76.990, 2.058,  2.260
-183.619, 76.923, 2.029,  2.293
-183.614, 76.857, 1.991,  2.326
-183.610, 76.793, 1.928,  2.359
-183.606, 76.730, 1.876,  2.392
-183.602, 76.670, 1.834,  2.425
-183.598, 76.610, 1.802,  2.458
-183.595, 76.551, 1.784,  2.491
-183.591, 76.492, 1.783,  2.524
-183.587, 76.432, 1.799,  2.557
-183.583, 76.371, 1.831,  2.590
-183.578, 76.309, 1.875,  2.623
-183.574, 76.245, 1.929,  2.656
-183.570, 76.178, 1.990,  2.689
-183.565, 76.110, 2.056,  2.722
-183.561, 76.040, 2.115,  2.755
-183.556, 75.968, 2.140,  2.788
-183.551, 75.897, 2.138,  2.821
-183.547, 75.827, 2.119,  2.854
-183.542, 75.757, 2.087,  2.887
-183.538, 75.690, 2.032,  2.920
-183.533, 75.624, 1.983,  2.953
-183.529, 75.559, 1.946,  2.986
-183.525, 75.496, 1.917,  3.019
-183.520, 75.433, 1.901,  3.052
-183.516, 75.369, 1.901,  3.085
-183.512, 75.306, 1.919,  3.118
-183.507, 75.241, 1.953,  3.151
-183.503, 75.175, 1.998,  3.184
-183.498, 75.106, 2.053,  3.217
-183.494, 75.036, 2.115,  3.250
-183.489, 74.964, 2.179,  3.283
-183.484, 74.889, 2.231,  3.316
-183.479, 74.814, 2.249,  3.349
-183.474, 74.740, 2.241,  3.382
-183.469, 74.666, 2.216,  3.415
-183.464, 74.593, 2.180,  3.448
-183.459, 74.523, 2.119,  3.481
-183.455, 74.454, 2.066,  3.514
-183.450, 74.387, 2.024,  3.547
-183.446, 74.321, 1.998,  3.580
-183.442, 74.255, 1.981,  3.613
-183.437, 74.190, 1.981,  3.646
-183.433, 74.123, 1.999,  3.679
-183.428, 74.056, 2.034,  3.712
-183.423, 73.987, 2.082,  3.745
-183.419, 73.915, 2.142,  3.778
-183.414, 73.842, 2.208,  3.811
-183.409, 73.766, 2.269,  3.844
-183.404, 73.689, 2.326,  3.877
-183.399, 73.610, 2.370,  3.910
-183.393, 73.531, 2.382,  3.943
-183.388, 73.452, 2.369,  3.976
-183.383, 73.374, 2.339,  4.009
-183.378, 73.298, 2.298,  4.042
-183.373, 73.223, 2.234,  4.075
-183.369, 73.151, 2.176,  4.108
-183.364, 73.081, 2.130,  4.141
-183.359, 73.011, 2.100,  4.174
-183.355, 72.942, 2.088,  4.207
-183.350, 72.872, 2.092,  4.240
-183.346, 72.802, 2.113,  4.273
-183.341, 72.731, 2.150,  4.306
-183.336, 72.657, 2.201,  4.339
-183.331, 72.582, 2.259,  4.372
-183.326, 72.505, 2.318,  4.405
-183.321, 72.426, 2.375,  4.438
-183.316, 72.345, 2.428,  4.471
-183.311, 72.263, 2.471,  4.504
-183.306, 72.180, 2.482,  4.537
-183.300, 72.098, 2.469,  4.570
-183.295, 72.017, 2.438,  4.603
-183.290, 71.938, 2.384,  4.636
-183.285, 71.860, 2.332,  4.669
-183.280, 71.784, 2.289,  4.702
-183.276, 71.709, 2.259,  4.735
-183.271, 71.635, 2.247,  4.768
-183.266, 71.560, 2.254,  4.801
-183.261, 71.484, 2.278,  4.834
-183.257, 71.408, 2.314,  4.867
-183.252, 71.329, 2.360,  4.900
-183.247, 71.249, 2.410,  4.933
-183.242, 71.167, 2.461,  4.966
-183.236, 71.084, 2.512,  4.999
-183.231, 70.998, 2.560,  5.032
-183.226, 70.912, 2.599,  5.065
-183.221, 70.825, 2.608,  5.098
-183.215, 70.739, 2.591,  5.131
-183.210, 70.654, 2.551,  5.164
-183.205, 70.571, 2.507,  5.197
-183.200, 70.489, 2.468,  5.230
-183.195, 70.408, 2.439,  5.263
-183.191, 70.327, 2.426,  5.296
-183.186, 70.247, 2.432,  5.329
-183.181, 70.165, 2.454,  5.362
-183.176, 70.082, 2.487,  5.395
-183.171, 69.998, 2.527,  5.428
-183.166, 69.913, 2.571,  5.461
-183.161, 69.826, 2.616,  5.494
-183.155, 69.737, 2.660,  5.527
-183.150, 69.648, 2.703,  5.560
-183.145, 69.556, 2.736,  5.593
-183.139, 69.465, 2.741,  5.626
-183.134, 69.375, 2.720,  5.659
-183.129, 69.285, 2.676,  5.692
-183.124, 69.198, 2.629,  5.725
-183.119, 69.112, 2.586,  5.758
-183.114, 69.027, 2.554,  5.791
-183.109, 68.943, 2.537,  5.824
-183.105, 68.859, 2.539,  5.857
-183.100, 68.774, 2.559,  5.890
-183.095, 68.688, 2.591,  5.923
-183.090, 68.600, 2.631,  5.956
-183.085, 68.511, 2.675,  5.989
-183.080, 68.421, 2.722,  6.022
-183.075, 68.329, 2.768,  6.055
-183.069, 68.235, 2.813,  6.088
-183.064, 68.140, 2.855,  6.121
-183.059, 68.044, 2.888,  6.154
-183.054, 67.947, 2.892,  6.187
-183.048, 67.852, 2.869,  6.220
-183.043, 67.758, 2.824,  6.253
-183.038, 67.666, 2.774,  6.286
-183.033, 67.575, 2.728,  6.319
-183.029, 67.486, 2.693,  6.352
-183.024, 67.397, 2.672,  6.385
-183.019, 67.308, 2.671,  6.418
-183.014, 67.219, 2.688,  6.451
-183.009, 67.128, 2.718,  6.484
-183.005, 67.037, 2.757,  6.517
-183.000, 66.944, 2.801,  6.550
-182.995, 66.849, 2.848,  6.583
-182.990, 66.752, 2.896,  6.616
-182.984, 66.654, 2.942,  6.649
-182.979, 66.555, 2.986,  6.682
-182.974, 66.454, 3.028,  6.715
-182.969, 66.353, 3.059,  6.748
-182.964, 66.251, 3.061,  6.781
-182.959, 66.149, 3.036,  6.814
-182.954, 66.050, 2.988,  6.847
-182.949, 65.952, 2.935,  6.880
-182.944, 65.856, 2.886,  6.913
-182.939, 65.762, 2.847,  6.946
-182.934, 65.668, 2.823,  6.979
-182.930, 65.574, 2.817,  7.012
-182.925, 65.480, 2.831,  7.045
-182.920, 65.385, 2.859,  7.078
-182.915, 65.289, 2.897,  7.111
-182.911, 65.191, 2.942,  7.144
-182.906, 65.092, 2.990,  7.177
-182.901, 64.990, 3.038,  7.210
-182.896, 64.888, 3.087,  7.243
-182.891, 64.783, 3.133,  7.276
-182.886, 64.678, 3.177,  7.309
-182.881, 64.571, 3.218,  7.342
-182.875, 64.462, 3.248,  7.375
-182.870, 64.354, 3.248,  7.408
-182.865, 64.247, 3.221,  7.441
-182.860, 64.141, 3.170,  7.474
-182.856, 64.038, 3.115,  7.507
-182.851, 63.936, 3.062,  7.540
-182.846, 63.836, 3.019,  7.573
-182.842, 63.736, 2.991,  7.606
-182.837, 63.637, 2.981,  7.639
-182.832, 63.538, 2.991,  7.672
-182.828, 63.437, 3.017,  7.705
-182.823, 63.336, 3.054,  7.738
-182.818, 63.233, 3.099,  7.771
-182.814, 63.128, 3.148,  7.804
-182.809, 63.021, 3.198,  7.837
-182.804, 62.913, 3.249,  7.870
-182.799, 62.803, 3.298,  7.903
-182.794, 62.692, 3.345,  7.936
-182.789, 62.579, 3.389,  7.969
-182.784, 62.465, 3.428,  8.002
-182.779, 62.350, 3.457,  8.035
-182.774, 62.235, 3.456,  8.068
-182.770, 62.121, 3.426,  8.101
-182.765, 62.009, 3.374,  8.134
-182.760, 61.898, 3.316,  8.167
-182.755, 61.790, 3.260,  8.200
-182.751, 61.683, 3.212,  8.233
-182.746, 61.577, 3.180,  8.266
-182.742, 61.472, 3.165,  8.299
-182.738, 61.367, 3.171,  8.332
-182.733, 61.260, 3.195,  8.365
-182.729, 61.153, 3.231,  8.398
-182.724, 61.044, 3.276,  8.431
-182.719, 60.933, 3.326,  8.464
-182.715, 60.821, 3.378,  8.497
-182.710, 60.706, 3.432,  8.530
-182.705, 60.590, 3.484,  8.563
-182.701, 60.473, 3.534,  8.596
-182.696, 60.353, 3.581,  8.629
-182.691, 60.233, 3.624,  8.662
-182.686, 60.111, 3.663,  8.695
-182.681, 59.988, 3.698,  8.728
-182.677, 59.864, 3.722,  8.761
-182.672, 59.740, 3.716,  8.794
-182.667, 59.618, 3.679,  8.827
-182.662, 59.497, 3.623,  8.860
-182.658, 59.379, 3.559,  8.893
-182.653, 59.262, 3.498,  8.926
-182.649, 59.148, 3.445,  8.959
-182.645, 59.035, 3.406,  8.992
-182.640, 58.922, 3.385,  9.025
-182.636, 58.809, 3.385,  9.058
-182.632, 58.696, 3.406,  9.091
-182.628, 58.582, 3.440,  9.124
-182.623, 58.466, 3.485,  9.157
-182.619, 58.348, 3.536,  9.190
-182.614, 58.228, 3.590,  9.223
-182.610, 58.107, 3.646,  9.256
-182.605, 57.983, 3.702,  9.289
-182.601, 57.858, 3.756,  9.322
-182.596, 57.732, 3.807,  9.355
-182.592, 57.603, 3.854,  9.388
-182.587, 57.474, 3.896,  9.421
-182.582, 57.343, 3.934,  9.454
-182.578, 57.211, 3.967,  9.487
-182.573, 57.078, 3.990,  9.520
-182.569, 56.945, 3.982,  9.553
-182.564, 56.814, 3.946,  9.586
-182.560, 56.684, 3.896,  9.619
-182.555, 56.556, 3.843,  9.652
-182.551, 56.430, 3.795,  9.685
-182.547, 56.305, 3.757,  9.718
-182.542, 56.181, 3.736,  9.751
-182.538, 56.057, 3.733,  9.784
-182.534, 55.932, 3.747,  9.817
-182.530, 55.807, 3.774,  9.850
-182.525, 55.680, 3.809,  9.883
-182.521, 55.551, 3.851,  9.916
-182.517, 55.422, 3.897,  9.949
-182.513, 55.290, 3.944,  9.982
-182.508, 55.157, 3.991, 10.015
-182.504, 55.023, 4.037, 10.048
-182.500, 54.887, 4.080, 10.081
-182.495, 54.750, 4.121, 10.114
-182.491, 54.611, 4.159, 10.147
-182.486, 54.472, 4.193, 10.180
-182.482, 54.331, 4.223, 10.213
-182.477, 54.190, 4.250, 10.246
-182.473, 54.048, 4.273, 10.279
-182.469, 53.905, 4.293, 10.312
-182.464, 53.761, 4.310, 10.345
-182.460, 53.618, 4.325, 10.378
-182.456, 53.473, 4.338, 10.411
-182.451, 53.329, 4.349, 10.444
-182.447, 53.184, 4.359, 10.477
-182.442, 53.038, 4.368, 10.510
-182.438, 52.893, 4.376, 10.543
-182.434, 52.747, 4.384, 10.576
-182.430, 52.601, 4.392, 10.609
-182.425, 52.454, 4.400, 10.642
-182.421, 52.307, 4.409, 10.675
-182.417, 52.160, 4.418, 10.708
-182.413, 52.013, 4.427, 10.741
-182.408, 51.865, 4.437, 10.774
-182.404, 51.717, 4.447, 10.807
-182.400, 51.569, 4.457, 10.840
-182.396, 51.420, 4.469, 10.873
-182.392, 51.271, 4.480, 10.906
-182.388, 51.121, 4.492, 10.939
-182.384, 50.971, 4.504, 10.972
-182.379, 50.821, 4.517, 11.005
-182.375, 50.670, 4.530, 11.038
-182.371, 50.519, 4.543, 11.071
-182.367, 50.367, 4.556, 11.104
-182.363, 50.215, 4.570, 11.137
-182.359, 50.062, 4.583, 11.170
-182.355, 49.909, 4.597, 11.203
-182.351, 49.756, 4.610, 11.236
-182.347, 49.602, 4.624, 11.269
-182.343, 49.447, 4.638, 11.302
-182.339, 49.292, 4.651, 11.335
-182.335, 49.137, 4.665, 11.368
-182.331, 48.981, 4.679, 11.401
-182.327, 48.825, 4.692, 11.434
-182.323, 48.668, 4.706, 11.467
-182.319, 48.511, 4.720, 11.500
-182.315, 48.354, 4.733, 11.533
-182.311, 48.195, 4.747, 11.566
-182.307, 48.037, 4.761, 11.599
-182.303, 47.878, 4.775, 11.632
-182.299, 47.718, 4.788, 11.665
-182.295, 47.559, 4.802, 11.698
-182.291, 47.398, 4.816, 11.731
-182.287, 47.237, 4.830, 11.764
-182.284, 47.076, 4.844, 11.797
-182.280, 46.914, 4.858, 11.830
-182.276, 46.752, 4.873, 11.863
-182.272, 46.589, 4.887, 11.896
-182.268, 46.426, 4.901, 11.929
-182.264, 46.262, 4.915, 11.962
-182.260, 46.098, 4.930, 11.995
-182.257, 45.934, 4.944, 12.028
-182.253, 45.768, 4.958, 12.061
-182.249, 45.603, 4.973, 12.094
-182.245, 45.437, 4.988, 12.127
-182.241, 45.270, 5.002, 12.160
-182.238, 45.103, 5.017, 12.193
-182.234, 44.936, 5.032, 12.226
-182.230, 44.767, 5.047, 12.259
-182.226, 44.599, 5.062, 12.292
-182.223, 44.430, 5.076, 12.325
-182.219, 44.260, 5.090, 12.358
-182.215, 44.090, 5.099, 12.391
-182.212, 43.921, 5.094, 12.424
-182.208, 43.751, 5.077, 12.457
-182.204, 43.583, 5.061, 12.490
-182.201, 43.415, 5.049, 12.523
-182.197, 43.247, 5.042, 12.556
-182.193, 43.079, 5.039, 12.589
-182.190, 42.911, 5.040, 12.622
-182.186, 42.743, 5.045, 12.655
-182.183, 42.575, 5.055, 12.688
-182.179, 42.406, 5.069, 12.721
-182.176, 42.236, 5.086, 12.754
-182.172, 42.066, 5.107, 12.787
-182.169, 41.895, 5.131, 12.820
-182.165, 41.723, 5.158, 12.853
-182.162, 41.551, 5.187, 12.886
-182.158, 41.377, 5.217, 12.919
-182.154, 41.202, 5.249, 12.952
-182.151, 41.026, 5.282, 12.985
-182.147, 40.849, 5.315, 13.018
-182.144, 40.671, 5.348, 13.051
-182.140, 40.492, 5.381, 13.084
-182.137, 40.311, 5.413, 13.117
-182.133, 40.130, 5.443, 13.150
-182.130, 39.948, 5.472, 13.183
-182.126, 39.765, 5.500, 13.216
-182.123, 39.581, 5.526, 13.249
-182.119, 39.396, 5.550, 13.282
-182.116, 39.211, 5.573, 13.315
-182.112, 39.024, 5.594, 13.348
-182.109, 38.837, 5.614, 13.381
-182.105, 38.650, 5.632, 13.414
-182.102, 38.462, 5.649, 13.447
-182.098, 38.273, 5.665, 13.480
-182.095, 38.084, 5.680, 13.513
-182.091, 37.894, 5.694, 13.546
-182.088, 37.704, 5.708, 13.579
-182.084, 37.514, 5.721, 13.612
-182.081, 37.323, 5.735, 13.645
-182.078, 37.131, 5.748, 13.678
-182.074, 36.939, 5.761, 13.711
-182.071, 36.747, 5.774, 13.744
-182.067, 36.554, 5.788, 13.777
-182.064, 36.361, 5.802, 13.810
-182.061, 36.167, 5.817, 13.843
-182.057, 35.973, 5.832, 13.876
-182.054, 35.778, 5.847, 13.909
-182.051, 35.583, 5.863, 13.942
-182.047, 35.387, 5.880, 13.975
-182.044, 35.190, 5.897, 14.008
-182.041, 34.993, 5.915, 14.041
-182.038, 34.796, 5.934, 14.074
-182.034, 34.597, 5.952, 14.107
-182.031, 34.398, 5.972, 14.140
-182.028, 34.199, 5.992, 14.173
-182.024, 33.999, 6.012, 14.206
-182.021, 33.798, 6.032, 14.239
-182.018, 33.596, 6.053, 14.272
-182.015, 33.394, 6.073, 14.305
-182.011, 33.191, 6.094, 14.338
-182.008, 32.987, 6.115, 14.371
-182.005, 32.782, 6.136, 14.404
-182.002, 32.577, 6.157, 14.437
-181.999, 32.371, 6.178, 14.470
-181.995, 32.165, 6.199, 14.503
-181.992, 31.958, 6.220, 14.536
-181.989, 31.750, 6.241, 14.569
-181.986, 31.541, 6.261, 14.602
-181.983, 31.332, 6.282, 14.635
-181.979, 31.122, 6.302, 14.668
-181.976, 30.911, 6.323, 14.701
-181.973, 30.700, 6.343, 14.734
-181.970, 30.488, 6.363, 14.767
-181.967, 30.276, 6.383, 14.800
-181.964, 30.062, 6.403, 14.833
-181.961, 29.848, 6.423, 14.866
-181.957, 29.634, 6.443, 14.899
-181.954, 29.418, 6.463, 14.932
-181.951, 29.202, 6.484, 14.965
-181.948, 28.986, 6.504, 14.998
-181.945, 28.768, 6.524, 15.031
-181.942, 28.550, 6.544, 15.064
-181.939, 28.332, 6.565, 15.097
-181.936, 28.112, 6.586, 15.130
-181.933, 27.892, 6.606, 15.163
-181.930, 27.671, 6.627, 15.196
-181.927, 27.450, 6.648, 15.229
-181.924, 27.228, 6.669, 15.262
-181.921, 27.005, 6.691, 15.295
-181.917, 26.781, 6.712, 15.328
-181.914, 26.557, 6.734, 15.361
-181.911, 26.332, 6.755, 15.394
-181.908, 26.106, 6.777, 15.427
-181.905, 25.879, 6.799, 15.460
-181.902, 25.652, 6.820, 15.493
-181.899, 25.424, 6.842, 15.526
-181.896, 25.196, 6.863, 15.559
-181.893, 24.966, 6.885, 15.592
-181.890, 24.736, 6.906, 15.625
-181.887, 24.505, 6.928, 15.658
-181.884, 24.274, 6.949, 15.691
-181.881, 24.042, 6.971, 15.724
-181.879, 23.809, 6.992, 15.757
-181.876, 23.575, 7.014, 15.790
-181.873, 23.341, 7.036, 15.823
-181.870, 23.106, 7.058, 15.856
-181.867, 22.870, 7.080, 15.889
-181.864, 22.633, 7.102, 15.922
-181.861, 22.396, 7.124, 15.955
-181.858, 22.158, 7.146, 15.988
-181.855, 21.919, 7.169, 16.021
-181.852, 21.680, 7.191, 16.054
-181.849, 21.439, 7.214, 16.087
-181.846, 21.198, 7.237, 16.120
-181.843, 20.956, 7.260, 16.153
-181.841, 20.714, 7.283, 16.186
-181.838, 20.470, 7.306, 16.219
-181.835, 20.226, 7.329, 16.252
-181.832, 19.981, 7.353, 16.285
-181.829, 19.736, 7.376, 16.318
-181.826, 19.489, 7.400, 16.351
-181.823, 19.242, 7.423, 16.384
-181.821, 18.994, 7.447, 16.417
-181.818, 18.745, 7.471, 16.450
-181.815, 18.495, 7.494, 16.483
-181.812, 18.245, 7.518, 16.516
-181.809, 17.994, 7.542, 16.549
-181.806, 17.742, 7.566, 16.582
-181.803, 17.489, 7.590, 16.615
-181.801, 17.235, 7.614, 16.648
-181.798, 16.981, 7.638, 16.681
-181.795, 16.726, 7.661, 16.714
-181.792, 16.470, 7.685, 16.747
-181.789, 16.213, 7.709, 16.780
-181.787, 15.955, 7.733, 16.813
-181.784, 15.697, 7.757, 16.846
-181.781, 15.438, 7.781, 16.879
-181.778, 15.178, 7.805, 16.912
-181.775, 14.917, 7.830, 16.945
-181.773, 14.656, 7.854, 16.978
-181.770, 14.393, 7.878, 17.011
-181.767, 14.130, 7.903, 17.044
-181.764, 13.866, 7.928, 17.077
-181.762, 13.601, 7.952, 17.110
-181.759, 13.335, 7.977, 17.143
-181.756, 13.069, 8.003, 17.176
-181.753, 12.801, 8.028, 17.209
-181.751, 12.533, 8.053, 17.242
-181.748, 12.264, 8.079, 17.275
-181.745, 11.994, 8.104, 17.308
-181.742, 11.723, 8.130, 17.341
-181.740, 11.452, 8.156, 17.374
-181.737, 11.179, 8.182, 17.407
-181.734, 10.906, 8.208, 17.440
-181.731, 10.632, 8.234, 17.473
-181.729, 10.356, 8.260, 17.506
-181.726, 10.080, 8.287, 17.539
-181.723, 9.804, 8.313, 17.572
-181.721, 9.526, 8.340, 17.605
-181.718, 9.247, 8.366, 17.638
-181.715, 8.968, 8.393, 17.671
-181.712, 8.687, 8.420, 17.704
-181.710, 8.406, 8.447, 17.737
-181.707, 8.124, 8.474, 17.770
-181.704, 7.840, 8.501, 17.803
-181.702, 7.556, 8.528, 17.836
-181.699, 7.271, 8.556, 17.869
-181.696, 6.986, 8.583, 17.902
-181.694, 6.699, 8.610, 17.935
-181.691, 6.411, 8.638, 17.968
-181.688, 6.122, 8.665, 18.001
-181.685, 5.833, 8.693, 18.034
-181.683, 5.542, 8.721, 18.067
-181.680, 5.251, 8.748, 18.100
-181.677, 4.959, 8.776, 18.133
-181.675, 4.666, 8.804, 18.166
-181.672, 4.371, 8.832, 18.199
-181.669, 4.076, 8.861, 18.232
-181.667, 3.780, 8.889, 18.265
-181.664, 3.483, 8.917, 18.298
-181.661, 3.185, 8.946, 18.331
-181.659, 2.886, 8.974, 18.364
-181.656, 2.587, 9.003, 18.397
-181.653, 2.286, 9.031, 18.430
-181.650, 1.984, 9.060, 18.463
-181.648, 1.681, 9.089, 18.496
-181.645, 1.378, 9.118, 18.529
-181.643, 1.073, 9.147, 18.562
-181.640, 0.767, 9.177, 18.595
-181.637, 0.461, 9.206, 18.628
-181.635, 0.153, 9.235, 18.661
-181.632, -0.156, 9.265, 18.694
-181.629, -0.465, 9.294, 18.727
-181.627, -0.776, 9.324, 18.760
-181.624, -1.087, 9.354, 18.793
-181.621, -1.400, 9.384, 18.826
-181.619, -1.713, 9.414, 18.859
-181.616, -2.028, 9.444, 18.892
-181.613, -2.343, 9.474, 18.925
-181.611, -2.660, 9.504, 18.958
-181.608, -2.978, 9.535, 18.991
-181.605, -3.296, 9.565, 19.024
-181.603, -3.616, 9.596, 19.057
-181.600, -3.936, 9.627, 19.090
-181.597, -4.258, 9.657, 19.123
-181.595, -4.581, 9.688, 19.156
-181.592, -4.905, 9.719, 19.189
-181.589, -5.229, 9.750, 19.222
-181.587, -5.555, 9.781, 19.255
-181.584, -5.882, 9.813, 19.288
-181.581, -6.210, 9.844, 19.321
-181.579, -6.539, 9.875, 19.354
-181.576, -6.869, 9.907, 19.387
-181.573, -7.200, 9.939, 19.420
-181.571, -7.532, 9.970, 19.453
-181.568, -7.865, 10.002, 19.486
-181.565, -8.199, 10.034, 19.519
-181.563, -8.534, 10.066, 19.552
-181.560, -8.871, 10.099, 19.585
-181.557, -9.208, 10.131, 19.618
-181.554, -9.547, 10.163, 19.651
-181.552, -9.886, 10.196, 19.684
-181.549, -10.227, 10.228, 19.717
-181.546, -10.569, 10.261, 19.750
-181.544, -10.912, 10.294, 19.783
-181.541, -11.255, 10.327, 19.816
-181.538, -11.601, 10.360, 19.849
-181.536, -11.947, 10.393, 19.882
-181.533, -12.294, 10.426, 19.915
-181.530, -12.642, 10.459, 19.948
-181.528, -12.992, 10.493, 19.981
-181.525, -13.342, 10.526, 20.014
-181.522, -13.694, 10.560, 20.047
-181.519, -14.047, 10.594, 20.080
-181.517, -14.401, 10.627, 20.113
-181.514, -14.756, 10.661, 20.146
-181.511, -15.112, 10.695, 20.179
-181.508, -15.470, 10.730, 20.212
-181.506, -15.828, 10.764, 20.245
-181.503, -16.188, 10.798, 20.278
-181.500, -16.549, 10.833, 20.311
-181.497, -16.911, 10.867, 20.344
-181.495, -17.274, 10.902, 20.377
-181.492, -17.638, 10.937, 20.410
-181.489, -18.003, 10.972, 20.443
-181.486, -18.370, 11.007, 20.476
-181.484, -18.738, 11.042, 20.509
-181.481, -19.107, 11.077, 20.542
-181.478, -19.477, 11.112, 20.575
-181.475, -19.848, 11.148, 20.608
-181.473, -20.221, 11.183, 20.641
-181.470, -20.594, 11.219, 20.674
-181.467, -20.969, 11.255, 20.707
-181.464, -21.345, 11.291, 20.740
-181.461, -21.723, 11.327, 20.773
-181.459, -22.101, 11.363, 20.806
-181.456, -22.481, 11.399, 20.839
-181.453, -22.862, 11.435, 20.872
-181.450, -23.244, 11.472, 20.905
-181.447, -23.627, 11.509, 20.938
-181.444, -24.012, 11.546, 20.971
-181.442, -24.397, 11.583, 21.004
-181.439, -24.784, 11.620, 21.037
-181.436, -25.173, 11.657, 21.070
-181.433, -25.562, 11.695, 21.103
-181.430, -25.953, 11.732, 21.136
-181.427, -26.345, 11.770, 21.169
-181.424, -26.738, 11.809, 21.202
-181.422, -27.133, 11.847, 21.235
-181.419, -27.529, 11.885, 21.268
-181.416, -27.926, 11.924, 21.301
-181.413, -28.324, 11.963, 21.334
-181.410, -28.724, 12.002, 21.367
-181.407, -29.125, 12.041, 21.400
-181.404, -29.528, 12.081, 21.433
-181.401, -29.931, 12.121, 21.466
-181.398, -30.336, 12.160, 21.499
-181.395, -30.743, 12.200, 21.532
-181.392, -31.150, 12.240, 21.565
-181.389, -31.559, 12.281, 21.598
-181.387, -31.970, 12.321, 21.631
-181.384, -32.381, 12.361, 21.664
-181.381, -32.794, 12.402, 21.697
-181.378, -33.209, 12.443, 21.730
-181.375, -33.625, 12.484, 21.763
-181.372, -34.042, 12.525, 21.796
-181.369, -34.460, 12.566, 21.829
-181.366, -34.880, 12.607, 21.862
-181.363, -35.302, 12.649, 21.895
-181.359, -35.724, 12.690, 21.928
-181.356, -36.148, 12.732, 21.961
-181.353, -36.574, 12.774, 21.994
-181.350, -37.001, 12.816, 22.027
-181.347, -37.429, 12.858, 22.060
-181.344, -37.859, 12.900, 22.093
-181.341, -38.290, 12.942, 22.126
-181.338, -38.722, 12.985, 22.159
-181.335, -39.156, 13.027, 22.192
-181.332, -39.591, 13.070, 22.225
-181.329, -40.028, 13.113, 22.258
-181.325, -40.466, 13.155, 22.291
-181.322, -40.906, 13.198, 22.324
-181.319, -41.347, 13.241, 22.357
-181.316, -41.789, 13.285, 22.390
-181.313, -42.233, 13.328, 22.423
-181.310, -42.679, 13.371, 22.456
-181.306, -43.125, 13.415, 22.489
-181.303, -43.574, 13.459, 22.522
-181.300, -44.023, 13.503, 22.555
-181.297, -44.475, 13.547, 22.588
-181.293, -44.927, 13.591, 22.621
-181.290, -45.381, 13.635, 22.654
-181.287, -45.837, 13.679, 22.687
-181.284, -46.294, 13.724, 22.720
-181.280, -46.753, 13.768, 22.753
-181.277, -47.213, 13.813, 22.786
-181.274, -47.674, 13.858, 22.819
-181.270, -48.137, 13.903, 22.852
-181.267, -48.602, 13.948, 22.885
-181.264, -49.068, 13.993, 22.918
-181.260, -49.536, 14.039, 22.951
-181.257, -50.005, 14.084, 22.984
-181.254, -50.475, 14.130, 23.017
-181.250, -50.948, 14.176, 23.050
